"Temperature (C)","Pression (mBar)","Altitude (m)","Time"
"141531","346136","-14624206","10:10:2"
"141531","346137","-14624213","10:10:2"
"141531","346145","-14624242","10:10:3"
"141531","346142","-14624233","10:10:3"
"141531","346138","-14624216","10:10:4"
"141531","346137","-14624211","10:10:4"
"141531","346144","-14624238","10:10:5"
"141531","346146","-14624247","10:10:5"
"141531","346140","-14624222","10:10:6"
"141531","346136","-14624209","10:10:7"
"141531","346135","-14624203","10:10:7"
"141531","346137","-14624211","10:10:8"
"141531","346137","-14624212","10:10:8"
"141531","346138","-14624217","10:10:9"
"141531","346137","-14624213","10:10:9"
"141531","346132","-14624192","10:10:10"
"141531","346130","-14624185","10:10:10"
"141531","346131","-14624187","10:10:11"
"141531","346134","-14624201","10:10:11"
"141531","346133","-14624197","10:10:12"
"141531","346125","-14624164","10:10:12"
"141531","346132","-14624190","10:10:13"
"141531","346130","-14624184","10:10:13"
"141531","346126","-14624170","10:10:14"
"141531","346136","-14624207","10:10:14"
"141531","346131","-14624187","10:10:15"
"141531","346132","-14624191","10:10:15"
"141531","346131","-14624186","10:10:16"
"141531","346139","-14624219","10:10:16"
"141531","346129","-14624179","10:10:17"
"141531","346133","-14624195","10:10:17"
"141531","346133","-14624197","10:10:18"
"141531","346134","-14624200","10:10:19"
"141531","346129","-14624181","10:10:19"
"141531","346139","-14624219","10:10:20"
"141531","346130","-14624184","10:10:20"
"141531","346132","-14624191","10:10:21"
"141531","346135","-14624203","10:10:21"
"141531","346138","-14624215","10:10:22"
"141531","346142","-14624233","10:10:22"
"141531","346136","-14624208","10:10:23"
"141531","346140","-14624225","10:10:23"
"141531","346142","-14624232","10:10:24"
"141531","346137","-14624211","10:10:24"
"141531","346135","-14624203","10:10:25"
"141531","346135","-14624204","10:10:25"
"141531","346136","-14624206","10:10:26"
"141531","346136","-14624208","10:10:26"
"141531","346135","-14624204","10:10:27"
"141531","346137","-14624211","10:10:27"
"141531","346129","-14624180","10:10:28"
"141531","346136","-14624209","10:10:28"
"141531","346127","-14624172","10:10:29"
"141531","346135","-14624205","10:10:30"
"141531","346135","-14624205","10:10:30"
"141531","346137","-14624213","10:10:31"
"141531","346139","-14624219","10:10:31"
"141531","346137","-14624213","10:10:32"
"141531","346136","-14624208","10:10:32"
"141531","346136","-14624208","10:10:33"
"141531","346133","-14624195","10:10:33"
"141531","346136","-14624207","10:10:34"
"141531","346140","-14624223","10:10:34"
"141531","346135","-14624203","10:10:35"
"141531","346129","-14624180","10:10:35"
"141531","346128","-14624175","10:10:36"
"141531","346127","-14624175","10:10:36"
"141256","345462","-14593194","10:10:37"
"141530","344885","-14619206","10:10:37"
"20","998","125","10:10:38"
"20","998","123","10:10:38"
"20","998","123","10:10:39"
"20","998","123","10:10:39"
"141531","345932","-14623429","10:10:40"
"141531","345968","-14623564","10:10:41"
"141531","346002","-14623699","10:10:41"
"141531","346012","-14623732","10:10:42"
"141531","346028","-14623793","10:10:42"
"141531","346041","-14623846","10:10:43"
"141531","346046","-14623862","10:10:43"
"141531","346063","-14623930","10:10:44"
"141531","346062","-14623926","10:10:44"
"141531","346077","-14623984","10:10:45"
"141531","346065","-14623936","10:10:45"
"141531","346072","-14623961","10:10:46"
"141531","346074","-14623972","10:10:46"
"141531","346074","-14623972","10:10:47"
"141531","346082","-14624002","10:10:47"
"141531","346082","-14624004","10:10:48"
"141531","346083","-14624008","10:10:48"
"141531","346080","-14623996","10:10:49"
"141531","346080","-14623994","10:10:49"
"141531","346094","-14624050","10:10:50"
"141531","346084","-14624007","10:10:50"
"141531","346086","-14624015","10:10:51"
"141531","346092","-14624041","10:10:51"
"141531","346086","-14624017","10:10:52"
"141531","346095","-14624051","10:10:53"
"141531","346086","-14624017","10:10:53"
"141531","346081","-14623997","10:10:54"
"141531","346102","-14624080","10:10:54"
"141531","346096","-14624056","10:10:55"
"141531","346090","-14624033","10:10:55"
"141531","346096","-14624057","10:10:56"
"141531","346087","-14624018","10:10:56"
"141531","346092","-14624041","10:10:57"
"141531","346090","-14624034","10:10:57"
"141531","346100","-14624070","10:10:58"
"141531","346094","-14624048","10:10:58"
"141531","346096","-14624056","10:10:59"
"141531","346097","-14624060","10:10:59"
"141531","346103","-14624084","10:11:0"
"141531","346097","-14624059","10:11:0"
"141531","346094","-14624046","10:11:1"
"141531","346097","-14624060","10:11:1"
"141531","346104","-14624086","10:11:2"
"141531","346092","-14624039","10:11:2"
"141531","346105","-14624090","10:11:3"
"141531","346093","-14624044","10:11:4"
"141531","346094","-14624048","10:11:4"
"141531","346098","-14624061","10:11:5"
"141531","346104","-14624086","10:11:5"
"141531","346103","-14624081","10:11:6"
"141531","346107","-14624099","10:11:6"
"141531","346107","-14624100","10:11:7"
"141531","346105","-14624090","10:11:7"
"141531","346103","-14624081","10:11:8"
"141531","346101","-14624076","10:11:8"
"141531","346107","-14624100","10:11:9"
"141531","346107","-14624101","10:11:9"
"141531","346107","-14624099","10:11:10"
"141531","346104","-14624085","10:11:10"
"141531","346106","-14624095","10:11:11"
"141531","346112","-14624117","10:11:11"
"141531","346101","-14624076","10:11:12"
"141531","346104","-14624086","10:11:12"
"141531","346104","-14624086","10:11:13"
"141531","346108","-14624101","10:11:13"
"141531","346104","-14624089","10:11:14"
"141531","346103","-14624082","10:11:14"
"141531","346105","-14624092","10:11:15"
"141531","346108","-14624102","10:11:16"
"141531","346106","-14624094","10:11:16"
"141531","346099","-14624068","10:11:17"
"141531","346110","-14624109","10:11:17"
"141531","346100","-14624071","10:11:18"
"141531","346096","-14624055","10:11:18"
"141531","346109","-14624105","10:11:19"
"141531","346105","-14624092","10:11:19"
"141531","346103","-14624085","10:11:20"
"141531","346101","-14624075","10:11:20"
"141531","346107","-14624097","10:11:21"
"141531","346103","-14624083","10:11:21"
"141531","346106","-14624095","10:11:22"
"141531","346099","-14624070","10:11:22"
"141531","346098","-14624063","10:11:23"
"141531","346104","-14624087","10:11:23"
"141531","346100","-14624072","10:11:24"
"141531","346102","-14624078","10:11:24"
"141531","346100","-14624071","10:11:25"
"141531","346098","-14624062","10:11:25"
"141531","346101","-14624076","10:11:26"
"141531","346102","-14624081","10:11:27"
"141531","346100","-14624072","10:11:27"
"141531","346095","-14624051","10:11:28"
"141531","346097","-14624060","10:11:28"
"141531","346101","-14624077","10:11:29"
"141531","346097","-14624059","10:11:29"
"141531","346104","-14624088","10:11:30"
"141531","346104","-14624088","10:11:30"
"141531","346099","-14624069","10:11:31"
"141531","346100","-14624073","10:11:31"
"141531","346099","-14624068","10:11:32"
"141531","346103","-14624083","10:11:32"
"141531","346101","-14624077","10:11:33"
"141531","346099","-14624067","10:11:33"
"141531","346102","-14624079","10:11:34"
"141531","346097","-14624058","10:11:34"
"141531","346107","-14624098","10:11:35"
"141531","346101","-14624075","10:11:35"
"141531","346104","-14624086","10:11:36"
"141531","346099","-14624069","10:11:36"
"141531","346104","-14624088","10:11:37"
"141531","346101","-14624075","10:11:38"
"141531","346099","-14624067","10:11:38"
"141531","346095","-14624051","10:11:39"
"141531","346105","-14624090","10:11:39"
"141531","346100","-14624070","10:11:40"
"141531","346103","-14624085","10:11:40"
"141531","346109","-14624105","10:11:41"
"141531","346106","-14624097","10:11:41"
"141531","346094","-14624047","10:11:42"
"141531","346097","-14624060","10:11:42"
"141531","346111","-14624115","10:11:43"
"141531","346096","-14624056","10:11:43"
"141531","346099","-14624067","10:11:44"
"141531","346099","-14624070","10:11:44"
"141531","346106","-14624096","10:11:45"
"141531","346111","-14624117","10:11:45"
"141531","346102","-14624078","10:11:46"
"141531","346099","-14624068","10:11:46"
"141531","346105","-14624092","10:11:47"
"141531","346107","-14624098","10:11:47"
"141531","346108","-14624103","10:11:48"
"141531","346112","-14624119","10:11:48"
"141531","346111","-14624117","10:11:49"
"141531","346113","-14624123","10:11:50"
"141531","346096","-14624056","10:11:50"
"141531","346106","-14624096","10:11:51"
"141531","346102","-14624078","10:11:51"
"141531","346106","-14624096","10:11:52"
"141531","346102","-14624081","10:11:52"
"141531","346106","-14624096","10:11:53"
"141531","346100","-14624070","10:11:53"
"141531","346107","-14624098","10:11:54"
"141531","346103","-14624085","10:11:54"
"141531","346110","-14624112","10:11:55"
"141531","346114","-14624126","10:11:55"
"141531","346105","-14624091","10:11:56"
"141531","346104","-14624088","10:11:56"
"141531","346102","-14624082","10:11:57"
"141531","346109","-14624107","10:11:57"
"141531","346104","-14624089","10:11:58"
"141531","346108","-14624104","10:11:58"
"141531","346113","-14624122","10:11:59"
"141531","346107","-14624098","10:11:59"
"141531","346108","-14624102","10:12:0"
"141531","346112","-14624117","10:12:1"
"141531","346107","-14624101","10:12:1"
"141531","346102","-14624080","10:12:2"
"141531","346105","-14624092","10:12:2"
"141531","346108","-14624103","10:12:3"
"141531","346106","-14624096","10:12:3"
"141531","346108","-14624104","10:12:4"
"141531","346098","-14624063","10:12:4"
"141531","346102","-14624080","10:12:5"
"141531","346103","-14624083","10:12:5"
"141531","346108","-14624101","10:12:6"
"141531","346111","-14624114","10:12:6"
"141531","346096","-14624056","10:12:7"
"141531","346104","-14624089","10:12:7"
"141531","346102","-14624080","10:12:8"
"141531","346100","-14624072","10:12:8"
"141531","346103","-14624084","10:12:9"
"141531","346104","-14624088","10:12:9"
"141531","346102","-14624080","10:12:10"
"141531","346109","-14624106","10:12:10"
"141531","346103","-14624083","10:12:11"
"141531","346109","-14624106","10:12:12"
"141531","346096","-14624054","10:12:12"
"141531","346104","-14624089","10:12:13"
"141531","346097","-14624061","10:12:13"
"141531","346100","-14624072","10:12:14"
"141531","346107","-14624098","10:12:14"
"141531","346100","-14624072","10:12:15"
"141531","346105","-14624093","10:12:15"
"141531","346101","-14624077","10:12:16"
"141531","346096","-14624057","10:12:16"
"141531","346102","-14624080","10:12:17"
"141531","346097","-14624060","10:12:17"
"141531","346102","-14624079","10:12:18"
"141531","346097","-14624058","10:12:18"
"141531","346098","-14624064","10:12:19"
"141531","346099","-14624069","10:12:19"
"141531","346100","-14624072","10:12:20"
"141531","346101","-14624077","10:12:20"
"141531","346107","-14624100","10:12:21"
"141531","346102","-14624080","10:12:21"
"141531","346107","-14624099","10:12:22"
"141531","346101","-14624075","10:12:22"
"141531","346103","-14624083","10:12:23"
"141531","346103","-14624083","10:12:24"
"141531","346102","-14624080","10:12:24"
"141531","346103","-14624085","10:12:25"
"141531","346103","-14624084","10:12:25"
"141531","346105","-14624091","10:12:26"
"141531","346108","-14624103","10:12:26"
"141531","346099","-14624069","10:12:27"
"141531","346099","-14624067","10:12:27"
"141531","346105","-14624093","10:12:28"
"141531","346098","-14624064","10:12:28"
"141531","346104","-14624088","10:12:29"
"141531","346107","-14624098","10:12:29"
"141531","346101","-14624077","10:12:30"
"141531","346101","-14624076","10:12:30"
"141531","346103","-14624085","10:12:31"
"141531","346109","-14624107","10:12:31"
"141531","346093","-14624046","10:12:32"
"141531","346096","-14624056","10:12:32"
"141531","346100","-14624072","10:12:33"
"141531","346100","-14624073","10:12:33"
"141531","346095","-14624054","10:12:34"
"141531","346099","-14624069","10:12:35"
"141531","346100","-14624072","10:12:35"
"141531","346103","-14624083","10:12:36"
"141531","346104","-14624087","10:12:36"
"141531","346106","-14624094","10:12:37"
"141531","346108","-14624103","10:12:37"
"141531","346100","-14624073","10:12:38"
"141531","346102","-14624081","10:12:38"
"141531","346102","-14624078","10:12:39"
"141531","346099","-14624066","10:12:39"
"141531","346104","-14624086","10:12:40"
"141531","346102","-14624078","10:12:40"
"141531","346109","-14624107","10:12:41"
"141531","346099","-14624067","10:12:41"
"141531","346108","-14624102","10:12:42"
"141531","346109","-14624106","10:12:42"
"141531","346104","-14624088","10:12:43"
"141531","346103","-14624084","10:12:43"
"141531","346112","-14624120","10:12:44"
"141531","346100","-14624072","10:12:44"
"141531","346106","-14624094","10:12:45"
"141531","346108","-14624102","10:12:45"
"141531","346112","-14624117","10:12:46"
"141531","346116","-14624136","10:12:47"
"141531","346105","-14624092","10:12:47"
"141531","346116","-14624136","10:12:48"
"141531","346104","-14624086","10:12:48"
"141531","346105","-14624092","10:12:49"
"141531","346097","-14624059","10:12:49"
"141531","346106","-14624094","10:12:50"
"141531","346102","-14624082","10:12:50"
"141531","346108","-14624103","10:12:51"
"141531","346105","-14624090","10:12:51"
"141531","346107","-14624098","10:12:52"
"141531","346105","-14624092","10:12:52"
"141531","346104","-14624087","10:12:53"
"141531","346110","-14624113","10:12:53"
"141531","346105","-14624092","10:12:54"
"141531","346102","-14624078","10:12:54"
"141531","346104","-14624088","10:12:55"
"141531","346105","-14624091","10:12:55"
"141531","346110","-14624111","10:12:56"
"141531","346108","-14624104","10:12:56"
"141531","346107","-14624098","10:12:57"
"141531","346103","-14624083","10:12:58"
"141531","346102","-14624079","10:12:58"
"141531","346099","-14624069","10:12:59"
"141531","346106","-14624096","10:12:59"
"141531","346113","-14624122","10:13:0"
"141531","346100","-14624073","10:13:0"
"141531","346108","-14624103","10:13:1"
"141531","346104","-14624088","10:13:1"
"141531","346099","-14624068","10:13:2"
"141531","346106","-14624095","10:13:2"
"141531","346106","-14624097","10:13:3"
"141531","346100","-14624073","10:13:3"
"141531","346117","-14624140","10:13:4"
"141531","346104","-14624088","10:13:4"
"141531","346107","-14624101","10:13:5"
"141531","346104","-14624088","10:13:5"
"141531","346108","-14624101","10:13:6"
"141531","346097","-14624059","10:13:6"
"141531","346101","-14624076","10:13:7"
"141531","346108","-14624104","10:13:7"
"141531","346102","-14624080","10:13:8"
"141531","346115","-14624132","10:13:9"
"141531","346108","-14624104","10:13:9"
"141531","346109","-14624106","10:13:10"
"141531","346107","-14624100","10:13:10"
"141531","346102","-14624081","10:13:11"
"141531","346103","-14624084","10:13:11"
"141531","346115","-14624130","10:13:12"
"141531","346103","-14624082","10:13:12"
"141531","346109","-14624105","10:13:13"
"141531","346108","-14624104","10:13:13"
"141531","346115","-14624132","10:13:14"
"141531","346115","-14624133","10:13:14"
"141531","346111","-14624114","10:13:15"
"141531","346105","-14624088","10:13:15"
"141531","346110","-14624108","10:13:16"
"141531","346113","-14624122","10:13:16"
"141531","346118","-14624140","10:13:17"
"141531","346115","-14624130","10:13:17"
"141531","346107","-14624098","10:13:18"
"141531","346114","-14624125","10:13:18"
"141531","346112","-14624117","10:13:19"
"141531","346115","-14624128","10:13:19"
"141531","346111","-14624114","10:13:20"
"141531","346120","-14624151","10:13:21"
"141531","346112","-14624117","10:13:21"
"141531","346120","-14624150","10:13:22"
"141531","346121","-14624152","10:13:22"
"141531","346115","-14624129","10:13:23"
"141531","346119","-14624143","10:13:23"
"141531","346130","-14624188","10:13:24"
"141531","346118","-14624142","10:13:24"
"141531","346124","-14624167","10:13:25"
"141531","346125","-14624168","10:13:25"
"141531","346125","-14624171","10:13:26"
"141531","346118","-14624141","10:13:26"
"141531","346114","-14624125","10:13:27"
"141531","346112","-14624119","10:13:27"
"141531","346110","-14624109","10:13:28"
"141531","346117","-14624139","10:13:28"
"141531","346112","-14624119","10:13:29"
"141531","346110","-14624110","10:13:29"
"141531","346119","-14624146","10:13:30"
"141531","346116","-14624135","10:13:30"
"141531","346120","-14624150","10:13:31"
"141531","346118","-14624142","10:13:32"
"141531","346109","-14624104","10:13:32"
"141531","346109","-14624106","10:13:33"
"141531","346111","-14624113","10:13:33"
"141531","346110","-14624109","10:13:34"
"141531","346117","-14624137","10:13:34"
"141531","346114","-14624126","10:13:35"
"141531","346117","-14624139","10:13:35"
"141531","346120","-14624150","10:13:36"
"141531","346112","-14624118","10:13:36"
"141531","346114","-14624126","10:13:37"
"141531","346120","-14624148","10:13:37"
"141531","346112","-14624117","10:13:38"
"141531","346118","-14624140","10:13:38"
"141531","346115","-14624130","10:13:39"
"141531","346117","-14624138","10:13:39"
"141531","346118","-14624143","10:13:40"
"141531","346116","-14624132","10:13:40"
"141531","346112","-14624119","10:13:41"
"141531","346115","-14624127","10:13:41"
"141531","346119","-14624146","10:13:42"
"141531","346124","-14624166","10:13:43"
"141531","346118","-14624142","10:13:43"
"141531","346115","-14624130","10:13:44"
"141531","346128","-14624180","10:13:44"
"141531","346118","-14624141","10:13:45"
"141531","346123","-14624161","10:13:45"
"141531","346124","-14624165","10:13:46"
"141531","346109","-14624106","10:13:46"
"141531","346121","-14624155","10:13:47"
"141531","346118","-14624141","10:13:47"
"141531","346112","-14624117","10:13:48"
"141531","346115","-14624130","10:13:48"
"141531","346112","-14624119","10:13:49"
"141531","346116","-14624132","10:13:49"
"141531","346118","-14624142","10:13:50"
"141531","346126","-14624173","10:13:50"
"141531","346119","-14624145","10:13:51"
"141531","346106","-14624094","10:13:51"
"141531","346122","-14624159","10:13:52"
"141531","346118","-14624140","10:13:52"
"141531","346123","-14624160","10:13:53"
"141531","346121","-14624152","10:13:53"
"141531","346120","-14624148","10:13:54"
"141531","346125","-14624169","10:13:55"
"141531","346119","-14624146","10:13:55"
"141531","346125","-14624169","10:13:56"
"141531","346122","-14624157","10:13:56"
"141531","346119","-14624148","10:13:57"
"141531","346125","-14624169","10:13:57"
"141531","346121","-14624154","10:13:58"
"141531","346130","-14624188","10:13:58"
"141531","346127","-14624178","10:13:59"
"141531","346128","-14624179","10:13:59"
"141531","346129","-14624184","10:14:0"
"141531","346127","-14624179","10:14:0"
"141531","346131","-14624195","10:14:1"
"141531","346131","-14624192","10:14:1"
"141531","346127","-14624176","10:14:2"
"141531","346133","-14624201","10:14:2"
"141531","346127","-14624177","10:14:3"
"141531","346127","-14624180","10:14:3"
"141531","346124","-14624165","10:14:4"
"141531","346131","-14624196","10:14:4"
"141531","346128","-14624181","10:14:5"
"141531","346126","-14624174","10:14:6"
"141531","346131","-14624196","10:14:6"
"141531","346134","-14624205","10:14:7"
"141531","346126","-14624173","10:14:7"
"141531","346120","-14624152","10:14:8"
"141531","346124","-14624166","10:14:8"
"141531","346122","-14624159","10:14:9"
"141531","346117","-14624136","10:14:9"
"141531","346114","-14624126","10:14:10"
"141531","346109","-14624107","10:14:10"
"141531","346119","-14624145","10:14:11"
"141531","346116","-14624135","10:14:11"
"141531","346118","-14624145","10:14:12"
"141531","346114","-14624125","10:14:12"
"141531","346122","-14624157","10:14:13"
"141531","346120","-14624150","10:14:13"
"141531","346123","-14624162","10:14:14"
"141531","346120","-14624149","10:14:14"
"141531","346128","-14624180","10:14:15"
"141531","346122","-14624158","10:14:15"
"141531","346130","-14624189","10:14:16"
"141531","346129","-14624186","10:14:17"
"141531","346122","-14624159","10:14:17"
"141531","346120","-14624153","10:14:18"
"141531","346125","-14624172","10:14:18"
"141531","346113","-14624124","10:14:19"
"141531","346115","-14624133","10:14:19"
"141531","346115","-14624132","10:14:20"
"141531","346125","-14624169","10:14:20"
"141531","346117","-14624137","10:14:21"
"141531","346119","-14624145","10:14:21"
"141531","346117","-14624140","10:14:22"
"141531","346118","-14624145","10:14:22"
"141531","346110","-14624111","10:14:23"
"141531","346122","-14624159","10:14:23"
"141531","346112","-14624118","10:14:24"
"141531","346111","-14624115","10:14:24"
"141531","346110","-14624111","10:14:25"
"141531","346118","-14624143","10:14:25"
"141531","346116","-14624136","10:14:26"
"141531","346112","-14624120","10:14:26"
"141531","346112","-14624117","10:14:27"
"141531","346112","-14624119","10:14:27"
"141531","346116","-14624135","10:14:28"
"141531","346120","-14624150","10:14:29"
"141531","346120","-14624153","10:14:29"
"141531","346111","-14624114","10:14:30"
"141531","346115","-14624131","10:14:30"
"141531","346113","-14624125","10:14:31"
"141531","346117","-14624139","10:14:31"
"141531","346123","-14624161","10:14:32"
"141531","346119","-14624146","10:14:32"
"141531","346124","-14624166","10:14:33"
"141531","346124","-14624168","10:14:33"
"141531","346115","-14624129","10:14:34"
"141531","346110","-14624111","10:14:34"
"141531","346114","-14624129","10:14:35"
"141531","346118","-14624143","10:14:35"
"141531","346119","-14624148","10:14:36"
"141531","346112","-14624119","10:14:36"
"141531","346116","-14624133","10:14:37"
"141531","346107","-14624100","10:14:37"
"141531","346110","-14624112","10:14:38"
"141531","346108","-14624101","10:14:38"
"141531","346113","-14624124","10:14:39"
"141531","346113","-14624122","10:14:40"
"141531","346106","-14624096","10:14:40"
"141531","346109","-14624106","10:14:41"
"141531","346112","-14624122","10:14:41"
"141531","346109","-14624110","10:14:42"
"141531","346107","-14624101","10:14:42"
"141531","346109","-14624109","10:14:43"
"141531","346115","-14624132","10:14:43"
"141531","346114","-14624128","10:14:44"
"141531","346112","-14624119","10:14:44"
"141531","346112","-14624122","10:14:45"
"141531","346104","-14624091","10:14:45"
"141531","346105","-14624091","10:14:46"
"141531","346110","-14624114","10:14:46"
"141531","346110","-14624114","10:14:47"
"141531","346100","-14624072","10:14:47"
"141531","346101","-14624078","10:14:48"
"141531","346107","-14624099","10:14:48"
"141531","346105","-14624093","10:14:49"
"141531","346110","-14624111","10:14:49"
"141531","346110","-14624113","10:14:50"
"141531","346101","-14624078","10:14:51"
"141531","346109","-14624110","10:14:51"
"141531","346110","-14624114","10:14:52"
"141531","346106","-14624098","10:14:52"
"141531","346103","-14624087","10:14:53"
"141531","346103","-14624084","10:14:53"
"141531","346108","-14624104","10:14:54"
"141531","346103","-14624086","10:14:54"
"141531","346108","-14624105","10:14:55"
"141531","346108","-14624107","10:14:55"
"141531","346101","-14624076","10:14:56"
"141531","346104","-14624089","10:14:56"
"141531","346111","-14624117","10:14:57"
"141531","346099","-14624068","10:14:57"
"141531","346109","-14624110","10:14:58"
"141531","346105","-14624091","10:14:58"
"141531","346105","-14624093","10:14:59"
"141531","346109","-14624108","10:14:59"
"141531","346106","-14624099","10:15:0"
"141531","346100","-14624073","10:15:0"
"141531","346099","-14624070","10:15:1"
"141531","346106","-14624095","10:15:1"
"141531","346103","-14624084","10:15:2"
"141531","346096","-14624058","10:15:3"
"141531","346098","-14624065","10:15:3"
"141531","346095","-14624053","10:15:4"
"141531","346099","-14624068","10:15:4"
"141531","346092","-14624042","10:15:5"
"141531","346102","-14624080","10:15:5"
"141531","346101","-14624076","10:15:6"
"141531","346097","-14624061","10:15:6"
"141531","346095","-14624053","10:15:7"
"141531","346099","-14624068","10:15:7"
"141531","346090","-14624035","10:15:8"
"141531","346094","-14624049","10:15:8"
"141531","346096","-14624059","10:15:9"
"141531","346087","-14624021","10:15:9"
"141531","346091","-14624039","10:15:10"
"141531","346086","-14624018","10:15:10"
"141531","346089","-14624028","10:15:11"
"141531","346089","-14624029","10:15:11"
"141531","346088","-14624024","10:15:12"
"141531","346084","-14624010","10:15:12"
"141531","346090","-14624035","10:15:13"
"141531","346088","-14624027","10:15:14"
"141531","346085","-14624013","10:15:14"
"141531","346080","-14623995","10:15:15"
"141531","346089","-14624029","10:15:15"
"141531","346079","-14623992","10:15:16"
"141531","346084","-14624009","10:15:16"
"141531","346080","-14623994","10:15:17"
"141531","346083","-14624006","10:15:17"
"141531","346077","-14623981","10:15:18"
"141531","346082","-14624000","10:15:18"
"141531","346084","-14624011","10:15:19"
"141531","346076","-14623977","10:15:19"
"141531","346081","-14623997","10:15:20"
"141531","346083","-14624005","10:15:20"
"141531","346079","-14623990","10:15:21"
"141531","346084","-14624010","10:15:21"
"141531","346081","-14623999","10:15:22"
"141531","346082","-14624005","10:15:22"
"141531","346082","-14624003","10:15:23"
"141531","346085","-14624017","10:15:23"
"141531","346088","-14624027","10:15:24"
"141531","346087","-14624022","10:15:25"
"141531","346081","-14624001","10:15:25"
"141531","346086","-14624021","10:15:26"
"141531","346084","-14624010","10:15:26"
"141531","346089","-14624031","10:15:27"
"141531","346083","-14624008","10:15:27"
"141531","346090","-14624036","10:15:28"
"141531","346090","-14624037","10:15:28"
"141531","346090","-14624034","10:15:29"
"141531","346090","-14624036","10:15:29"
"141531","346090","-14624034","10:15:30"
"141531","346092","-14624044","10:15:30"
"141531","346088","-14624029","10:15:31"
"141531","346085","-14624016","10:15:31"
"141531","346085","-14624016","10:15:32"
"141531","346092","-14624044","10:15:32"
"141531","346085","-14624014","10:15:33"
"141531","346084","-14624012","10:15:33"
"141531","346089","-14624031","10:15:34"
"141531","346094","-14624050","10:15:34"
"141531","346093","-14624046","10:15:35"
"141531","346096","-14624060","10:15:35"
"141531","346098","-14624066","10:15:36"
"141531","346096","-14624061","10:15:37"
"141531","346088","-14624029","10:15:37"
"141531","346092","-14624045","10:15:38"
"141531","346100","-14624072","10:15:38"
"141531","346091","-14624039","10:15:39"
"141531","346095","-14624055","10:15:39"
"141531","346098","-14624063","10:15:40"
"141531","346098","-14624064","10:15:40"
"141531","346100","-14624073","10:15:41"
"141531","346098","-14624065","10:15:41"
"141531","346101","-14624081","10:15:42"
"141531","346094","-14624049","10:15:42"
"141531","346101","-14624079","10:15:43"
"141531","346095","-14624052","10:15:43"
"141531","346099","-14624070","10:15:44"
"141531","346101","-14624079","10:15:44"
"141531","346105","-14624096","10:15:45"
"141531","346102","-14624080","10:15:45"
"141531","346096","-14624058","10:15:46"
"141531","346098","-14624065","10:15:46"
"141531","346092","-14624041","10:15:47"
"141531","346101","-14624077","10:15:48"
"141531","346097","-14624061","10:15:48"
"141531","346089","-14624031","10:15:49"
"141531","346090","-14624034","10:15:49"
"141531","346087","-14624024","10:15:50"
"141531","346090","-14624033","10:15:50"
"141531","346090","-14624032","10:15:51"
"141531","346093","-14624049","10:15:51"
"141531","346089","-14624033","10:15:52"
"141531","346083","-14624006","10:15:52"
"141531","346081","-14624002","10:15:53"
"141531","346084","-14624011","10:15:53"
"141531","346083","-14624008","10:15:54"
"141531","346086","-14624019","10:15:54"
"141531","346084","-14624013","10:15:55"
"141531","346086","-14624018","10:15:55"
"141531","346079","-14623993","10:15:56"
"141531","346071","-14623961","10:15:56"
"141531","346071","-14623961","10:15:57"
"141531","346081","-14623998","10:15:57"
"141531","346078","-14623987","10:15:58"
"141531","346077","-14623985","10:15:58"
"141531","346074","-14623971","10:15:59"
"141531","346079","-14623990","10:16:0"
"141531","346075","-14623977","10:16:0"
"141531","346077","-14623984","10:16:1"
"141531","346077","-14623985","10:16:1"
"141531","346078","-14623988","10:16:2"
"141531","346081","-14624002","10:16:2"
"141531","346084","-14624012","10:16:3"
"141531","346085","-14624016","10:16:3"
"141531","346086","-14624022","10:16:4"
"141531","346081","-14624002","10:16:4"
"141531","346087","-14624025","10:16:5"
"141531","346083","-14624010","10:16:5"
"141531","346088","-14624030","10:16:6"
"141531","346088","-14624030","10:16:6"
"141531","346082","-14624005","10:16:7"
"141531","346083","-14624011","10:16:7"
"141531","346082","-14624004","10:16:8"
"141531","346082","-14624005","10:16:8"
"141531","346083","-14624008","10:16:9"
"141531","346083","-14624008","10:16:9"
"141531","346082","-14624004","10:16:10"
"141531","346077","-14623984","10:16:11"
"141531","346077","-14623984","10:16:11"
"141531","346079","-14623994","10:16:12"
"141531","346069","-14623953","10:16:12"
"141531","346083","-14624008","10:16:13"
"141531","346066","-14623943","10:16:13"
"141531","346068","-14623951","10:16:14"
"141531","346067","-14623948","10:16:14"
"141531","346065","-14623939","10:16:15"
"141531","346068","-14623951","10:16:15"
"141531","346066","-14623944","10:16:16"
"141531","346059","-14623913","10:16:16"
"141531","346064","-14623933","10:16:17"
"141531","346073","-14623971","10:16:17"
"141531","346070","-14623958","10:16:18"
"141531","346067","-14623946","10:16:18"
"141531","346066","-14623942","10:16:19"
"141531","346069","-14623953","10:16:19"
"141531","346063","-14623930","10:16:20"
"141531","346064","-14623936","10:16:20"
"141531","346066","-14623943","10:16:21"
"141531","346062","-14623927","10:16:22"
"141531","346064","-14623936","10:16:22"
"141531","346062","-14623925","10:16:23"
"141531","346069","-14623954","10:16:23"
"141531","346059","-14623915","10:16:24"
"141531","346070","-14623959","10:16:24"
"141531","346072","-14623967","10:16:25"
"141531","346066","-14623942","10:16:25"
"141531","346062","-14623927","10:16:26"
"141531","346064","-14623937","10:16:26"
